Date,Adj Close,Company,buyOrSell,stocks
2017-02-01,49.29,'BMY',1,20.2880908906
2017-02-01,19.2588,'EEP',1,51.9243151183
2017-02-01,24.1,'SBH',1,41.4937759336
2017-02-01,45.05,'TPX',1,22.1975582686
2017-02-02,30.72,'M',1,32.5520833333
2017-02-03,40.17,'KSS',1,24.8941996515
2017-02-03,19.97,'WU',1,50.075112669
